"Country or Territory Name","City Code","City Name","SDG Sub-Region","SDG Region","Average share of green area in city/urban area 1990 (%)","Average share of green area in city/ urban area 2000 (%)","Average share of green area in city/ urban area 2010 (%)","Average share of green area in city/ urban area 2020 (%)","Green area per capita 1990 (m2/person)","Green area per capita 2000 (m2/person)","Green area per capita 2010 (m2/person)","Green area per capita 2020 (m2/person)","Data Source","FootNote"
"Spain","ES_ALICANTE","Alicante","Southern Europe","Northern America and Europe","  1.08 ","  1.91 ","  2.02 ","  2.88 ","  4.27 ","  7.11 ","  6.36 ","  8.14 ","UN-Habitat Urban Indicators Database, 2583","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"State of Palestine","PS_NABULUS","Nābulus (Nablus)","Western Asia","Western Asia and Northern Africa","  1.79 ","  1.60 ","  1.60 ","  1.41 ","  6.41 ","  4.11 ","  3.48 ","  2.45 ","UN-Habitat Urban Indicators Database, 2650","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Sudan","SD_AL_KHARTUM","Al-Khartum (Khartoum)","Northern Africa","Western Asia and Northern Africa","  0.68 ","  0.99 ","  1.61 ","  2.56 ","  4.36 ","  4.42 ","  5.55 ","  7.02 ","UN-Habitat Urban Indicators Database, 2600","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Sudan","SD_KASSALA","Kassala","Northern Africa","Western Asia and Northern Africa","  1.75 ","  1.58 ","  1.33 ","  1.19 ","  6.64 ","  4.34 ","  2.90 ","  2.22 ","UN-Habitat Urban Indicators Database, 2658","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Sudan","SD_WAD_MADANI","Wad Medani","Northern Africa","Western Asia and Northern Africa","  5.26 ","  3.84 ","  2.50 ","  1.19 ","  11.47 ","  7.24 ","  3.93 ","  1.58 ","UN-Habitat Urban Indicators Database, 2659","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Sweden","SE_STOCKHOLM","Stockholm","Northern Europe","Northern America and Europe","  30.58 ","  26.57 ","  22.41 ","  21.35 ","  116.02 ","  87.69 ","  65.55 ","  51.24 ","UN-Habitat Urban Indicators Database, 2185","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Sweden","SE_SODERTALJE","Södertälje","Northern Europe","Northern America and Europe","  14.54 ","  17.98 ","  19.28 ","  20.49 ","  65.56 ","  74.56 ","  71.94 ","  66.38 ","UN-Habitat Urban Indicators Database, 2192","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Sweden","SE_MALMO","Malmö","Northern Europe","Northern America and Europe","  16.94 ","  14.79 ","  18.25 ","  17.31 ","  57.85 ","  45.76 ","  50.28 ","  40.28 ","UN-Habitat Urban Indicators Database, 2245","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Sweden","SE_HALMSTAD","Halmstad","Northern Europe","Northern America and Europe","  14.92 ","  15.51 ","  16.13 ","  16.87 ","  86.52 ","  87.31 ","  87.20 ","  85.09 ","UN-Habitat Urban Indicators Database, 2252","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Switzerland","CH_BASEL","Basel","Western Europe","Northern America and Europe","  15.20 ","  15.87 ","  16.36 ","  16.15 ","  37.19 ","  40.21 ","  40.84 ","  39.85 ","UN-Habitat Urban Indicators Database, 2267","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Syrian Arab Republic","SY_LATTAKIA","Lattakia","Western Asia","Western Asia and Northern Africa","  5.03 ","  6.43 ","  6.49 ","  7.20 ","  8.21 ","  7.43 ","  5.26 ","  6.11 ","UN-Habitat Urban Indicators Database, 2451","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Syrian Arab Republic","SY_DIMASHQ","Dimashq (Damascus)","Western Asia","Western Asia and Northern Africa","  17.50 ","  9.25 ","  6.52 ","  3.65 ","  29.62 ","  12.88 ","  7.07 ","  3.86 ","UN-Habitat Urban Indicators Database, 2546","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Syrian Arab Republic","SY_HAMAH","Hamah","Western Asia","Western Asia and Northern Africa","  4.89 ","  3.72 ","  3.25 ","  2.74 ","  8.75 ","  5.01 ","  3.02 ","  3.36 ","UN-Habitat Urban Indicators Database, 2589","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Syrian Arab Republic","SY_AL_HASAKAH","Al-Hasakah","Western Asia","Western Asia and Northern Africa","  2.09 ","  2.06 ","  2.44 ","  2.39 ","  6.62 ","  4.32 ","  3.14 ","  4.43 ","UN-Habitat Urban Indicators Database, 2609","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Syrian Arab Republic","SY_HIMS","Hims (Homs)","Western Asia","Western Asia and Northern Africa","  2.71 ","  0.68 ","  0.75 ","  1.29 ","  3.93 ","  0.69 ","  0.52 ","  0.95 ","UN-Habitat Urban Indicators Database, 2653","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Syrian Arab Republic","SY_HALAB","Halab (Aleppo)","Western Asia","Western Asia and Northern Africa","  2.59 ","  2.45 ","  1.39 ","  1.14 ","  2.94 ","  2.02 ","  0.57 ","  0.74 ","UN-Habitat Urban Indicators Database, 2664","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Tajikistan","TJ_DUSANBE","Dushanbe","Central Asia","Central and Southern Asia","  29.00 ","  21.99 ","  10.34 ","  12.54 ","  107.27 ","  76.31 ","  27.18 ","  25.31 ","UN-Habitat Urban Indicators Database, 2331","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Tajikistan","TJ_ISTARAVSAN","Istaravšan (Istarawshan)","Central Asia","Central and Southern Asia","  21.65 ","  16.18 ","  19.73 ","  12.14 ","  180.08 ","  117.76 ","  119.41 ","  63.72 ","UN-Habitat Urban Indicators Database, 2340","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Tajikistan","TJ_KULOB","Kūlob","Central Asia","Central and Southern Asia","  13.33 ","  10.93 ","  8.54 ","  10.12 ","  52.23 ","  34.89 ","  22.65 ","  21.99 ","UN-Habitat Urban Indicators Database, 2379","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Tajikistan","TJ_KHUJAND","Khujand (Chuçand)","Central Asia","Central and Southern Asia","  18.19 ","  14.58 ","  8.43 ","  9.60 ","  79.56 ","  61.63 ","  31.75 ","  31.42 ","UN-Habitat Urban Indicators Database, 2391","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Thailand","TH_BANGKOK","Krung Thep (Bangkok)","South-eastern Asia","Eastern and South-eastern Asia","  41.38 ","  37.03 ","  23.55 ","  16.84 ","  165.54 ","  115.55 ","  51.11 ","  27.99 ","UN-Habitat Urban Indicators Database, 2253","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Timor-Leste","TL_DILI","Dili","South-eastern Asia","Eastern and South-eastern Asia","  13.19 ","  13.03 ","  10.38 ","  8.10 ","  34.13 ","  28.52 ","  15.69 ","  7.97 ","UN-Habitat Urban Indicators Database, 2428","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Tunisia","TN_QABIS","Qābis (Gabès)","Northern Africa","Western Asia and Northern Africa","  26.48 ","  24.39 ","  19.25 ","  21.40 ","  119.70 ","  97.34 ","  67.33 ","  65.85 ","UN-Habitat Urban Indicators Database, 2183","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Tunisia","TN_MANZIL_BU_RUQAYBAH","Manzil Bū Ruqaybah (Menzel Bourguiba)","Northern Africa","Western Asia and Northern Africa","  7.90 ","  5.56 ","  5.85 ","  5.64 ","  20.76 ","  12.41 ","  11.57 ","  10.07 ","UN-Habitat Urban Indicators Database, 2481","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Tunisia","TN_SUSAH","Sūsah (Sousse)","Northern Africa","Western Asia and Northern Africa","  6.12 ","  5.06 ","  5.16 ","  5.06 ","  32.96 ","  20.44 ","  16.43 ","  12.86 ","UN-Habitat Urban Indicators Database, 2500","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Tunisia","TN_TUNIS","Tunis","Northern Africa","Western Asia and Northern Africa","  6.41 ","  3.11 ","  4.15 ","  3.47 ","  17.56 ","  7.01 ","  8.11 ","  5.61 ","UN-Habitat Urban Indicators Database, 2555","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Tunisia","TN_SAFAQIS","Safaqis","Northern Africa","Western Asia and Northern Africa","  0.37 ","  0.33 ","  0.54 ","  2.09 ","  1.81 ","  1.29 ","  1.78 ","  6.09 ","UN-Habitat Urban Indicators Database, 2622","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Tunisia","TN_AL_MUNASTIR","Al-Munastīr (Monastir)","Northern Africa","Western Asia and Northern Africa","  5.91 ","  4.79 ","  3.10 ","  2.02 ","  18.65 ","  11.81 ","  6.05 ","  3.18 ","UN-Habitat Urban Indicators Database, 2628","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Tunisia","TN_MASAKIN","Masākin (M'saken)","Northern Africa","Western Asia and Northern Africa","  1.89 ","  1.53 ","  1.56 ","  1.18 ","  8.81 ","  5.61 ","  5.00 ","  3.25 ","UN-Habitat Urban Indicators Database, 2660","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Tunisia","TN_AL_QAYRAWAN","Al-Qayrawān (Kairouan)","Northern Africa","Western Asia and Northern Africa","  1.74 ","  1.49 ","  0.23 ","  0.21 ","  6.58 ","  4.66 ","  0.65 ","  0.50 ","UN-Habitat Urban Indicators Database, 2689","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Türkiye","TR_CARSAMBA","Çarşamba","Western Asia","Western Asia and Northern Africa","  20.97 ","  34.57 ","  36.41 ","  33.15 ","  54.79 ","  70.07 ","  64.38 ","  49.25 ","UN-Habitat Urban Indicators Database, 2072","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Türkiye","TR_TERME","Terme","Western Asia","Western Asia and Northern Africa","  60.31 ","  41.05 ","  35.11 ","  27.72 ","  67.45 ","  38.07 ","  33.31 ","  23.92 ","UN-Habitat Urban Indicators Database, 2110","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Türkiye","TR_BULANCAK","Bulancak","Western Asia","Western Asia and Northern Africa","  42.61 ","  24.29 ","  22.16 ","  19.21 ","  56.89 ","  28.73 ","  25.14 ","  23.03 ","UN-Habitat Urban Indicators Database, 2207","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Türkiye","TR_GIRESUN","Giresun","Western Asia","Western Asia and Northern Africa","  36.85 ","  27.23 ","  22.99 ","  18.22 ","  30.71 ","  20.25 ","  15.19 ","  12.23 ","UN-Habitat Urban Indicators Database, 2227","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
